馬番,馬齢,オッズ,斤量,脚質,総合値,SP 値,AG 値,SA 値,馬連率,戦数,賞金平均,KI 値,id,race
7,牝2,25.3,54,2 先,16.0,50.0,36.0,90.0,0.0,1.0,0.0,15.0,20241102_福島_結果_2,2
4,牝2,8.5,52,3 差,29.0,95.0,51.0,94.0,33.0,3.0,142.0,20.0,20241102_福島_結果_2,2
2,牝2,89.1,55,3 差,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20241102_福島_結果_2,2
14,牝2,7.2,54,2 先,17.0,45.0,100.0,86.0,0.0,1.0,110.0,15.0,20241102_福島_結果_2,2
8,牝2,3.5,55,2 先,32.0,80.0,45.0,85.0,0.0,2.0,160.0,25.0,20241102_福島_結果_2,2
6,牝2,496.3,52,4 追,8.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,20241102_福島_結果_2,2
9,牝2,21.3,54,2 先,37.0,80.0,56.0,97.0,0.0,1.0,0.0,30.0,20241102_福島_結果_2,2
10,牝2,144.0,55,4 追,11.0,0.0,0.0,57.0,0.0,1.0,0.0,10.0,20241102_福島_結果_2,2
16,牝2,40.3,52,4 追,12.0,0.0,45.0,80.0,0.0,1.0,110.0,20.0,20241102_福島_結果_2,2
12,牝2,4.7,55,3 差,26.0,75.0,18.0,85.0,0.0,3.0,153.0,20.0,20241102_福島_結果_2,2
13,牝2,66.9,55,3 差,17.0,40.0,85.0,84.0,0.0,1.0,0.0,10.0,20241102_福島_結果_2,2
15,牝2,128.6,52,3 差,8.0,45.0,6.0,79.0,0.0,2.0,0.0,5.0,20241102_福島_結果_2,2
4,牝2,40.9,51,1 逃,25.0,50.0,0.0,78.0,25.0,4.0,86.0,25.0,20241102_福島_結果_3,3
3,牡2,7.3,55,3 差,13.0,40.0,0.0,84.0,0.0,2.0,96.0,10.0,20241102_福島_結果_3,3
9,牡2,22.7,53,3 差,14.0,60.0,60.0,95.0,0.0,1.0,110.0,5.0,20241102_福島_結果_3,3
2,牡2,4.4,56,2 先,8.0,40.0,97.0,98.0,0.0,1.0,180.0,0.0,20241102_福島_結果_3,3
14,牡2,41.6,55,3 差,7.0,0.0,0.0,76.0,0.0,1.0,0.0,15.0,20241102_福島_結果_3,3
11,牡2,5.1,56,2 先,32.0,65.0,39.0,97.0,50.0,4.0,110.0,30.0,20241102_福島_結果_3,3
6,牡2,5.3,56,3 差,18.0,0.0,17.0,82.0,0.0,1.0,180.0,25.0,20241102_福島_結果_3,3
13,牝2,26.2,54,3 差,21.0,80.0,0.0,85.0,0.0,3.0,55.0,15.0,20241102_福島_結果_3,3
10,牝2,51.6,53,4 追,21.0,0.0,100.0,77.0,0.0,1.0,0.0,30.0,20241102_福島_結果_3,3
5,牡2,37.9,53,2 先,20.0,30.0,33.0,87.0,0.0,2.0,0.0,20.0,20241102_福島_結果_3,3
7,牝2,7.4,55,2 先,12.0,0.0,0.0,0.0,100.0,1.0,290.0,20.0,20241102_福島_結果_3,3
1,牝2,207.5,51,3 差,13.0,50.0,0.0,74.0,0.0,3.0,24.0,10.0,20241102_福島_結果_3,3
8,牡2,6.3,56,2 先,11.0,20.0,45.0,100.0,0.0,1.0,72.0,15.0,20241102_福島_結果_3,3
16,牝2,96.7,55,3 差,60.0,70.0,0.0,76.0,0.0,1.0,0.0,20.0,20241102_福島_結果_3,3
12,牝2,48.2,55,3 差,14.0,55.0,25.0,91.0,0.0,1.0,0.0,10.0,20241102_福島_結果_3,3
15,牝2,306.1,52,4 追,16.0,15.0,40.0,82.0,0.0,1.0,0.0,20.0,20241102_福島_結果_3,3
12,牝3,4.8,55,3 差,31.0,90.0,67.0,110.0,33.0,9.0,178.0,25.0,20241102_福島_結果_4,4
4,牝4,10.7,56,2 先,23.0,50.0,39.0,101.0,20.0,10.0,88.0,25.0,20241102_福島_結果_4,4
8,牝3,21.1,55,2 先,31.0,100.0,0.0,83.0,9.0,11.0,48.0,20.0,20241102_福島_結果_4,4
1,牝3,7.5,52,1 逃,27.0,85.0,85.0,104.0,27.0,11.0,206.0,20.0,20241102_福島_結果_4,4
3,牝3,5.1,53,2 先,32.0,80.0,100.0,101.0,41.0,12.0,253.0,30.0,20241102_福島_結果_4,4
14,牝3,37.8,54,3 差,32.0,80.0,0.0,84.0,14.0,7.0,132.0,30.0,20241102_福島_結果_4,4
15,牝3,8.9,51,2 先,18.0,35.0,0.0,92.0,30.0,11.0,79.0,25.0,20241102_福島_結果_4,4
16,牝4,27.0,56,2 先,19.0,70.0,45.0,104.0,13.0,15.0,40.0,15.0,20241102_福島_結果_4,4
6,牝5,13.5,56,3 差,46.0,95.0,13.0,96.0,26.0,19.0,64.0,20.0,20241102_福島_結果_4,4
5,牝5,158.5,56,3 差,26.0,95.0,50.0,113.0,3.0,33.0,64.0,10.0,20241102_福島_結果_4,4
10,牝5,14.1,56,2 先,32.0,80.0,45.0,107.0,17.0,23.0,128.0,30.0,20241102_福島_結果_4,4
9,牝3,5.8,52,2 先,23.0,80.0,80.0,100.0,40.0,5.0,252.0,20.0,20241102_福島_結果_4,4
11,牝4,14.0,55,2 先,22.0,80.0,14.0,103.0,25.0,4.0,137.0,15.0,20241102_福島_結果_4,4
7,牝5,195.6,56,2 先,26.0,95.0,26.0,69.0,35.0,20.0,0.0,10.0,20241102_福島_結果_4,4
13,牝5,426.0,53,4 追,3.0,0.0,16.0,0.0,6.0,32.0,0.0,5.0,20241102_福島_結果_4,4
8,牝2,3.2,53,2 先,50.0,,,,,,,,20241102_福島_結果_5,5
2,牡2,5.2,56,2 先,40.0,,,,,,,,20241102_福島_結果_5,5
13,牡2,60.7,55,1 逃,16.0,,,,,,,,20241102_福島_結果_5,5
4,牡2,6.1,53,2 先,28.0,,,,,,,,20241102_福島_結果_5,5
11,牝2,20.3,55,2 先,37.0,,,,,,,,20241102_福島_結果_5,5
5,牝2,13.7,51,3 差,20.0,,,,,,,,20241102_福島_結果_5,5
14,牝2,4.5,55,2 先,47.0,,,,,,,,20241102_福島_結果_5,5
10,牝2,15.4,52,2 先,25.0,,,,,,,,20241102_福島_結果_5,5
1,牡2,31.2,56,3 差,41.0,,,,,,,,20241102_福島_結果_5,5
16,牝2,175.4,52,2 先,24.0,,,,,,,,20241102_福島_結果_5,5
6,牝2,18.2,55,3 差,25.0,,,,,,,,20241102_福島_結果_5,5
3,牡2,83.9,55,3 差,24.0,,,,,,,,20241102_福島_結果_5,5
7,牝2,92.6,52,3 差,24.0,,,,,,,,20241102_福島_結果_5,5
9,牝2,71.6,55,4 追,18.0,,,,,,,,20241102_福島_結果_5,5
12,牝2,55.2,52,3 差,30.0,,,,,,,,20241102_福島_結果_5,5
15,牝2,62.5,51,4 追,28.0,,,,,,,,20241102_福島_結果_5,5
12,牡4,33.3,54,3 差,20.0,35.0,90.0,101.0,25.0,24.0,0.0,15.0,20241102_福島_結果_6,6
3,牡3,48.9,53,2 先,8.0,20.0,64.0,84.0,0.0,12.0,28.0,5.0,20241102_福島_結果_6,6
8,牡4,47.9,56,2 先,26.0,0.0,67.0,89.0,5.0,18.0,40.0,30.0,20241102_福島_結果_6,6
11,セ3,13.0,56,2 先,18.0,5.0,68.0,96.0,28.0,7.0,170.0,20.0,20241102_福島_結果_6,6
10,牝3,2.9,51,3 差,34.0,95.0,67.0,105.0,33.0,6.0,178.0,20.0,20241102_福島_結果_6,6
4,牝3,8.1,51,3 差,18.0,0.0,100.0,97.0,25.0,4.0,137.0,20.0,20241102_福島_結果_6,6
2,牝3,2.1,54,2 先,48.0,70.0,72.0,97.0,28.0,7.0,230.0,30.0,20241102_福島_結果_6,6
6,牡3,32.3,55,3 差,14.0,5.0,72.0,92.0,7.0,14.0,116.0,15.0,20241102_福島_結果_6,6
9,牡3,325.7,52,4 追,11.0,0.0,26.0,82.0,0.0,3.0,0.0,10.0,20241102_福島_結果_6,6
7,牡3,9.0,56,3 差,16.0,25.0,56.0,92.0,16.0,18.0,143.0,15.0,20241102_福島_結果_6,6
1,セ4,81.1,58,4 追,31.0,100.0,75.0,92.0,0.0,18.0,24.0,15.0,20241102_福島_結果_6,6
5,牡3,89.8,56,2 先,23.0,0.0,0.0,73.0,33.0,3.0,96.0,25.0,20241102_福島_結果_6,6
3,牡3,8.6,55,3 差,14.0,35.0,65.0,87.0,0.0,9.0,112.0,15.0,20241102_福島_結果_7,7
4,セ3,4.4,56,2 先,46.0,100.0,30.0,92.0,0.0,5.0,61.0,25.0,20241102_福島_結果_7,7
10,セ3,14.6,56,3 差,20.0,30.0,100.0,111.0,40.0,5.0,200.0,20.0,20241102_福島_結果_7,7
9,牝5,14.3,55,3 差,43.0,85.0,76.0,115.0,22.0,18.0,113.0,10.0,20241102_福島_結果_7,7
7,セ4,6.9,54,1 逃,31.0,70.0,71.0,112.0,11.0,17.0,86.0,25.0,20241102_福島_結果_7,7
2,牡3,15.5,53,4 追,7.0,0.0,99.0,108.0,18.0,11.0,0.0,15.0,20241102_福島_結果_7,7
1,牝3,6.5,50,3 差,13.0,15.0,52.0,99.0,22.0,9.0,194.0,15.0,20241102_福島_結果_7,7
8,牡3,15.5,53,3 差,12.0,0.0,34.0,109.0,14.0,7.0,204.0,20.0,20241102_福島_結果_7,7
13,牡3,67.6,53,3 差,8.0,15.0,29.0,79.0,20.0,5.0,66.0,5.0,20241102_福島_結果_7,7
6,牡3,4.4,54,2 先,36.0,55.0,0.0,96.0,20.0,5.0,204.0,30.0,20241102_福島_結果_7,7
5,牡4,47.5,57,2 先,19.0,0.0,72.0,66.0,5.0,17.0,0.0,15.0,20241102_福島_結果_7,7
12,牡7,86.9,55,3 差,14.0,0.0,39.0,99.0,13.0,29.0,72.0,20.0,20241102_福島_結果_7,7
14,牝4,37.0,52,4 追,16.0,60.0,56.0,101.0,12.0,16.0,24.0,10.0,20241102_福島_結果_7,7
11,牝3,94.6,53,3 差,21.0,0.0,63.0,86.0,11.0,9.0,0.0,30.0,20241102_福島_結果_7,7
15,牝3,28.0,53,3 差,11.0,20.0,12.0,110.0,37.0,8.0,170.0,15.0,20241102_福島_結果_7,7
7,セ3,8.0,56,2 先,11.0,20.0,40.0,98.0,10.0,10.0,56.0,10.0,20241102_福島_結果_8,8
6,牝4,52.5,53,3 差,14.0,30.0,47.0,89.0,6.0,16.0,40.0,5.0,20241102_福島_結果_8,8
1,牡3,9.2,56,3 差,33.0,10.0,51.0,98.0,23.0,13.0,226.0,25.0,20241102_福島_結果_8,8
2,牡4,4.5,57,2 先,18.0,20.0,86.0,110.0,18.0,22.0,120.0,15.0,20241102_福島_結果_8,8
3,牝4,6.9,55,2 先,16.0,15.0,78.0,100.0,11.0,17.0,80.0,15.0,20241102_福島_結果_8,8
4,牡4,12.4,58,2 先,16.0,25.0,71.0,97.0,18.0,16.0,40.0,15.0,20241102_福島_結果_8,8
10,牡3,2.1,56,2 先,61.0,100.0,100.0,115.0,22.0,9.0,135.0,25.0,20241102_福島_結果_8,8
8,牝4,36.0,56,4 追,20.0,40.0,66.0,83.0,12.0,16.0,32.0,15.0,20241102_福島_結果_8,8
5,牡5,24.3,58,1 逃,35.0,25.0,0.0,91.0,10.0,20.0,40.0,25.0,20241102_福島_結果_8,8
11,牝4,85.4,56,4 追,16.0,0.0,40.0,55.0,25.0,20.0,24.0,15.0,20241102_福島_結果_8,8
9,牡3,49.8,52,4 追,25.0,15.0,26.0,89.0,8.0,12.0,126.0,25.0,20241102_福島_結果_8,8
7,牡3,2.6,56,3 差,20.0,10.0,100.0,112.0,50.0,6.0,332.0,25.0,20241102_福島_結果_9,9
2,牡3,12.1,56,2 先,9.0,20.0,47.0,110.0,33.0,6.0,214.0,10.0,20241102_福島_結果_9,9
1,牝3,3.4,54,1 逃,19.0,35.0,14.0,103.0,25.0,4.0,179.0,20.0,20241102_福島_結果_9,9
13,牡3,8.5,56,2 先,53.0,100.0,12.0,99.0,36.0,11.0,198.0,30.0,20241102_福島_結果_9,9
10,牝6,44.0,56,4 追,11.0,20.0,34.0,101.0,19.0,36.0,104.0,15.0,20241102_福島_結果_9,9
5,牡3,10.1,56,3 差,18.0,40.0,42.0,100.0,42.0,7.0,226.0,10.0,20241102_福島_結果_9,9
9,セ3,203.6,56,3 差,18.0,0.0,0.0,83.0,0.0,3.0,60.0,20.0,20241102_福島_結果_9,9
12,牝3,46.5,54,2 先,18.0,5.0,12.0,98.0,40.0,5.0,182.0,25.0,20241102_福島_結果_9,9
6,牝3,105.8,54,2 先,16.0,0.0,0.0,94.0,12.0,16.0,110.0,20.0,20241102_福島_結果_9,9
11,牡4,20.1,58,4 追,14.0,25.0,10.0,98.0,8.0,12.0,74.0,15.0,20241102_福島_結果_9,9
3,牡3,11.5,56,3 差,15.0,30.0,45.0,98.0,14.0,7.0,220.0,15.0,20241102_福島_結果_9,9
14,牡4,41.0,58,2 先,22.0,40.0,50.0,106.0,40.0,15.0,137.0,25.0,20241102_福島_結果_9,9
8,牝3,22.5,54,3 差,14.0,25.0,40.0,97.0,16.0,6.0,178.0,15.0,20241102_福島_結果_9,9
4,牝5,81.7,56,2 先,11.0,20.0,60.0,98.0,5.0,17.0,0.0,15.0,20241102_福島_結果_9,9
6,牝4,10.6,53,2 先,19.0,0.0,79.0,100.0,26.0,15.0,222.0,25.0,20241102_福島_結果_10,10
9,牡5,5.2,56,2 先,19.0,0.0,49.0,110.0,20.0,24.0,376.0,30.0,20241102_福島_結果_10,10
3,牡4,11.9,55,1 逃,14.0,20.0,63.0,120.0,21.0,14.0,176.0,15.0,20241102_福島_結果_10,10
1,牡4,4.9,57,3 差,22.0,55.0,100.0,110.0,41.0,12.0,280.0,20.0,20241102_福島_結果_10,10
14,牝4,6.5,54,3 差,5.0,0.0,96.0,107.0,22.0,18.0,391.0,15.0,20241102_福島_結果_10,10
4,牡4,13.7,55,3 差,5.0,0.0,42.0,91.0,11.0,18.0,0.0,15.0,20241102_福島_結果_10,10
15,牡5,58.9,55,2 先,16.0,0.0,83.0,96.0,10.0,28.0,46.0,25.0,20241102_福島_結果_10,10
13,牡7,48.4,55,3 差,18.0,0.0,59.0,94.0,20.0,29.0,31.0,30.0,20241102_福島_結果_10,10
7,牡8,99.6,53,3 差,5.0,0.0,85.0,105.0,10.0,48.0,140.0,15.0,20241102_福島_結果_10,10
5,牡3,4.7,55,3 差,53.0,100.0,85.0,116.0,28.0,7.0,371.0,10.0,20241102_福島_結果_10,10
11,牝5,70.8,52,4 追,14.0,0.0,55.0,105.0,13.0,15.0,31.0,20.0,20241102_福島_結果_10,10
8,牡4,189.4,54,2 先,14.0,0.0,32.0,103.0,8.0,25.0,0.0,10.0,20241102_福島_結果_10,10
2,牡5,26.5,54,2 先,16.0,0.0,26.0,112.0,19.0,26.0,31.0,25.0,20241102_福島_結果_10,10
10,牡5,22.5,56,4 追,5.0,0.0,58.0,87.0,25.0,27.0,582.0,10.0,20241102_福島_結果_10,10
12,牡5,27.4,55,3 差,14.0,0.0,82.0,109.0,33.0,18.0,0.0,15.0,20241102_福島_結果_10,10
16,牡3,16.7,54,2 先,18.0,0.0,23.0,108.0,30.0,13.0,309.0,30.0,20241102_福島_結果_10,10
2,牝4,3.7,56,1 逃,21.0,60.0,62.0,108.0,42.0,14.0,512.0,20.0,20241102_福島_結果_11,11
1,牝4,20.3,56,2 先,27.0,35.0,6.0,121.0,30.0,10.0,318.0,30.0,20241102_福島_結果_11,11
16,牝4,12.0,56,3 差,28.0,80.0,34.0,98.0,26.0,15.0,316.0,25.0,20241102_福島_結果_11,11
8,牝6,5.9,56,3 差,18.0,65.0,100.0,126.0,30.0,23.0,186.0,15.0,20241102_福島_結果_11,11
4,牡3,9.8,57,2 先,14.0,40.0,91.0,120.0,37.0,8.0,585.0,15.0,20241102_福島_結果_11,11
11,牡6,25.3,58,3 差,22.0,80.0,50.0,122.0,22.0,35.0,92.0,15.0,20241102_福島_結果_11,11
13,牡4,16.6,58,3 差,20.0,40.0,0.0,114.0,30.0,10.0,410.0,25.0,20241102_福島_結果_11,11
6,牡6,35.8,58,4 追,17.0,50.0,51.0,130.0,19.0,36.0,408.0,15.0,20241102_福島_結果_11,11
5,牡5,24.3,58,3 差,23.0,80.0,35.0,130.0,34.0,23.0,377.0,20.0,20241102_福島_結果_11,11
7,牡7,74.1,58,2 先,16.0,30.0,48.0,116.0,15.0,26.0,36.0,10.0,20241102_福島_結果_11,11
3,牡4,192.6,58,3 差,30.0,0.0,0.0,88.0,33.0,24.0,23.0,30.0,20241102_福島_結果_11,11
14,牝5,144.5,56,4 追,18.0,40.0,95.0,105.0,23.0,17.0,347.0,20.0,20241102_福島_結果_11,11
9,牝4,5.9,56,2 先,25.0,50.0,26.0,125.0,33.0,15.0,467.0,30.0,20241102_福島_結果_11,11
10,牝5,5.1,56,2 先,28.0,80.0,60.0,111.0,14.0,21.0,92.0,25.0,20241102_福島_結果_11,11
15,セ6,41.0,58,4 追,48.0,100.0,70.0,126.0,22.0,27.0,112.0,15.0,20241102_福島_結果_11,11
12,牝5,180.2,56,3 差,17.0,60.0,92.0,110.0,25.0,20.0,314.0,15.0,20241102_福島_結果_11,11
3,牝4,2.6,55,3 差,16.0,60.0,38.0,112.0,30.0,10.0,152.0,10.0,20241102_福島_結果_12,12
11,セ4,105.1,57,4 追,31.0,65.0,52.0,95.0,10.0,10.0,0.0,30.0,20241102_福島_結果_12,12
2,牝4,52.9,55,1 逃,10.0,35.0,40.0,91.0,23.0,13.0,0.0,15.0,20241102_福島_結果_12,12
5,牝4,11.8,56,3 差,28.0,80.0,0.0,0.0,55.0,9.0,33.0,25.0,20241102_福島_結果_12,12
10,牝4,8.1,56,2 先,23.0,80.0,34.0,104.0,16.0,12.0,80.0,20.0,20241102_福島_結果_12,12
12,牝4,7.0,56,3 差,48.0,100.0,20.0,87.0,20.0,25.0,120.0,15.0,20241102_福島_結果_12,12
4,セ4,21.2,55,2 先,21.0,60.0,41.0,102.0,9.0,21.0,40.0,20.0,20241102_福島_結果_12,12
9,牝3,22.0,51,1 逃,18.0,35.0,2.0,70.0,33.0,6.0,178.0,25.0,20241102_福島_結果_12,12
13,牝6,24.8,56,3 差,26.0,75.0,38.0,105.0,18.0,32.0,40.0,25.0,20241102_福島_結果_12,12
1,牡4,33.7,58,4 追,8.0,15.0,32.0,89.0,25.0,4.0,175.0,10.0,20241102_福島_結果_12,12
8,牝4,32.3,53,2 先,16.0,25.0,76.0,89.0,20.0,27.0,64.0,20.0,20241102_福島_結果_12,12
16,牝3,33.3,55,2 先,31.0,90.0,13.0,98.0,12.0,8.0,110.0,25.0,20241102_福島_結果_12,12
15,牡4,4.1,58,3 差,34.0,55.0,50.0,120.0,30.0,14.0,399.0,45.0,20241102_福島_結果_12,12
14,牝3,35.4,55,3 差,34.0,90.0,32.0,113.0,14.0,7.0,50.0,30.0,20241102_福島_結果_12,12
6,牡4,174.3,54,4 追,11.0,15.0,100.0,65.0,37.0,18.0,10.0,10.0,20241102_福島_結果_12,12
7,牝3,211.6,52,2 先,8.0,0.0,0.0,83.0,28.0,7.0,18.0,5.0,20241102_福島_結果_12,12
